blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_B009846E08,CAB contextual repair,CANCER_844899,ATM,CANCER_844899,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_631333B6DA,CAB contextual repair,CANCER_1698440,ATM,CANCER_1698440,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_90410BE8B8,CAB contextual repair,CANCER_585214,CHEK2,CANCER_585214,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_385F47009E,CAB contextual repair,CANCER_1069558,ATM,CANCER_1069558,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_F953099956,CAB contextual repair,CANCER_1408971,ATM,CANCER_1408971,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_066F20158C,CAB contextual repair,CANCER_1068285,ATM,CANCER_1068285,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_74E5FEA831,CAB contextual repair,CANCER_1075705,ATM,CANCER_1075705,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_7FE2671BA6,CAB contextual repair,CANCER_949114,PALB2,CANCER_949114,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_12A76D5A02,CAB contextual repair,CANCER_142412,PALB2,CANCER_142412,,,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_83B588B6A3,CAB contextual repair,CANCER_419303,CHEK2,CANCER_419303,,,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_16481D2E4E,CAB contextual repair,CANCER_1457253,ATM,CANCER_1457253,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_3DF93B4A26,CAB contextual repair,CANCER_460779,CHEK2,CANCER_460779,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_94017BFEF2,CAB contextual repair,CANCER_490732,ATM,CANCER_490732,,,hereditary_cancer,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_D95794C033,CAB contextual repair,CANCER_1073846,PALB2,CANCER_1073846,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_A38BF4E7B1,CAB contextual repair,CANCER_646046,ATM,CANCER_646046,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_E2938C131D,CAB contextual repair,CANCER_1471596,CHEK2,CANCER_1471596,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_5CEF365AAD,CAB contextual repair,CANCER_231147,PALB2,CANCER_231147,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_50EF300620,CAB contextual repair,CANCER_830653,CHEK2,CANCER_830653,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_4B0BED0CC9,CAB contextual repair,CANCER_482019,PALB2,CANCER_482019,,,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
