blinded_case_id,assertion_id,domain,gene,variant_identifier,sample_bucket,CAB_regime,CAB_routing_action,reason_code,followup_condition_label,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,expected_expert_decision_category,endpoint_status_hidden_shown_flag,key_scope
CABCASE_250FA63812,CANCER_184498,hereditary_cancer,BMPR1A,CANCER_184498,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E46A31F852,CANCER_532474,hereditary_cancer,CDH1,CANCER_532474,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0DA3962D39,CANCER_231945,hereditary_cancer,APC,CANCER_231945,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FAAFF893F4,CANCER_404148,hereditary_cancer,PTEN,CANCER_404148,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B7114E4619,CANCER_1071630,hereditary_cancer,MSH6,CANCER_1071630,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D33E9B5C16,CANCER_1418898,hereditary_cancer,BRCA2,CANCER_1418898,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_17B7427517,CANCER_37726,hereditary_cancer,BRCA2,CANCER_37726,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_861C26193D,CANCER_1411804,hereditary_cancer,PMS2,CANCER_1411804,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3F095CD536,CM_1687148,cardiomyopathy,TTN,CM_1687148,false-negative predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0AEFED7576,CANCER_558225,hereditary_cancer,ATM,CANCER_558225,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B961CCB383,CANCER_267128,hereditary_cancer,BRCA2,CANCER_267128,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3EAD58A146,CANCER_267021,hereditary_cancer,BRCA2,CANCER_267021,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_96417B8C72,CANCER_1729527,hereditary_cancer,MSH6,CANCER_1729527,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C3A26D47D6,CM_519047,cardiomyopathy,TTN,CM_519047,false-negative predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A64AD72538,CANCER_918853,hereditary_cancer,CDH1,CANCER_918853,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_684906119A,CM_177679,cardiomyopathy,TNNI3,CM_177679,false-negative predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2BA25BB6FE,CM_1454685,cardiomyopathy,MYBPC3,CM_1454685,false-negative predicted,phenotype_anchored_monogenic,direct_use,canonical gene-disease membership without boundary flags, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3A2DD70F23,CANCER_90322,hereditary_cancer,MLH1,CANCER_90322,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_14E2DEE7FF,CANCER_1750871,hereditary_cancer,APC,CANCER_1750871,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_593D96B329,CANCER_1325644,hereditary_cancer,BRCA2,CANCER_1325644,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_136A72A5D3,CANCER_1400152,hereditary_cancer,APC,CANCER_1400152,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D66E9BD722,CANCER_861195,hereditary_cancer,ATM,CANCER_861195,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
