blinded_case_id,assertion_id,gene,variant_identifier,baseline_condition_label,domain,recommended_adjudication_question,target_context,primary_expert_endpoint_question,arrhythmia_high_value_gene,sads_cpvt_priority,expert_endpoint_status,reviewer_blinding
CABCASE_7FE2671BA6,CANCER_949114,PALB2,CANCER_949114,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_12A76D5A02,CANCER_142412,PALB2,CANCER_142412,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_83B588B6A3,CANCER_419303,CHEK2,CANCER_419303,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_16481D2E4E,CANCER_1457253,ATM,CANCER_1457253,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_3DF93B4A26,CANCER_460779,CHEK2,CANCER_460779,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_94017BFEF2,CANCER_490732,ATM,CANCER_490732,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?","genotype-first, population, or penetrance-sensitive reuse context","Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_D95794C033,CANCER_1073846,PALB2,CANCER_1073846,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_A38BF4E7B1,CANCER_646046,ATM,CANCER_646046,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_E2938C131D,CANCER_1471596,CHEK2,CANCER_1471596,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_5CEF365AAD,CANCER_231147,PALB2,CANCER_231147,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?","genotype-first, population, or penetrance-sensitive reuse context","Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_50EF300620,CANCER_830653,CHEK2,CANCER_830653,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_4B0BED0CC9,CANCER_482019,PALB2,CANCER_482019,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_79B9D99D9B,CANCER_825116,MUTYH,CANCER_825116,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
CABCASE_EF96F15649,CANCER_665014,CHEK2,CANCER_665014,,hereditary_cancer,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",reuse after condition-label or disease-model context repair,"Can this P/LP assertion be reused in the specified target context without additional disease-specific, population/penetrance, genotype-first, or contextual reinterpretation?",False,False,pending_real_expert_review,true_blind_no_followup_temporal_endpoint_or_CAB_prediction_columns
