assertion_id,variation_id,gene,baseline_portability_score,baseline_nonportability_score,baseline_regime_primary,baseline_architecture_family,baseline_regime_assignment_reason,baseline_collision_flag,baseline_underresolved_flag,baseline_nonspecific_flag,baseline_structural_electrical_flag,baseline_conduction_overlap_flag,baseline_syndromic_metabolic_overlap_flag,baseline_broad_ambiguous_condition_flag
CM_1067443,1067443,DSC2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1067447,1067447,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067466,1067466,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067467,1067467,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067472,1067472,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067502,1067502,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067510,1067510,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067520,1067520,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067540,1067540,FLNC,47.0,53.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1067543,1067543,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067551,1067551,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067552,1067552,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067559,1067559,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067560,1067560,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067577,1067577,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067584,1067584,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067594,1067594,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067595,1067595,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067597,1067597,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067599,1067599,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067607,1067607,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1067608,1067608,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1067620,1067620,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067630,1067630,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067638,1067638,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067644,1067644,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067666,1067666,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067678,1067678,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067679,1067679,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067687,1067687,FLNC,47.0,53.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1067705,1067705,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067710,1067710,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067711,1067711,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067712,1067712,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067713,1067713,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067719,1067719,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067738,1067738,FLNC,47.0,53.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1067746,1067746,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067751,1067751,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067773,1067773,TPM1,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_1067782,1067782,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067790,1067790,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067791,1067791,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067816,1067816,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067817,1067817,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067824,1067824,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067826,1067826,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1067830,1067830,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067831,1067831,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067833,1067833,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067860,1067860,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067884,1067884,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067887,1067887,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067903,1067903,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067904,1067904,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067909,1067909,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067914,1067914,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067950,1067950,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067951,1067951,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067971,1067971,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067984,1067984,FLNC,47.0,53.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1067985,1067985,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1067986,1067986,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068001,1068001,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068012,1068012,DSP,67.0,33.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_1068025,1068025,TTN,50.0,50.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,True,False,False
CM_1068063,1068063,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068072,1068072,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068107,1068107,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068120,1068120,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068134,1068134,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068167,1068167,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068172,1068172,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068173,1068173,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068187,1068187,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068196,1068196,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068203,1068203,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068205,1068205,DSG2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1068218,1068218,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068219,1068219,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1068220,1068220,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
