assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_1067630,1067630,TTN,"Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Myopathy, myofibrillar, 9, with early respiratory failure;Primary dilated cardiomyopathy;Tibial muscular dystrophy",DCM,False,False,False,False,True,False,False,False,False
CM_1067638,1067638,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1067644,1067644,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067666,1067666,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067678,1067678,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1067679,1067679,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067687,1067687,FLNC,"Distal myopathy with posterior leg and anterior hand involvement;Dilated Cardiomyopathy, Dominant;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5",HCM,False,False,False,False,True,False,False,False,False
CM_1067705,1067705,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067710,1067710,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067711,1067711,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067712,1067712,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,True,False,False
CM_1067713,1067713,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067719,1067719,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067738,1067738,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1067746,1067746,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067751,1067751,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;TTN-related disorder,DCM,False,True,False,True,True,False,True,True,True
CM_1067773,1067773,TPM1,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1067782,1067782,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067790,1067790,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067791,1067791,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067816,1067816,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067817,1067817,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067824,1067824,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067826,1067826,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1067830,1067830,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067831,1067831,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067833,1067833,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067860,1067860,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067884,1067884,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067887,1067887,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067903,1067903,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067904,1067904,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Primary dilated cardiomyopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1067909,1067909,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1067914,1067914,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067950,1067950,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067951,1067951,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067971,1067971,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067984,1067984,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1067985,1067985,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1067986,1067986,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068001,1068001,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068012,1068012,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1068025,1068025,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_1068063,1068063,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068072,1068072,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068107,1068107,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1068120,1068120,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1068134,1068134,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068167,1068167,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1068172,1068172,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068173,1068173,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068187,1068187,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068196,1068196,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068203,1068203,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068205,1068205,DSG2,Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,False,False,False,True,False,False,False,False
CM_1068218,1068218,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068219,1068219,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1068220,1068220,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1068221,1068221,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068225,1068225,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068244,1068244,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1068246,1068246,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068262,1068262,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;TTN-related disorder,DCM,False,True,False,True,True,True,True,True,True
CM_1068305,1068305,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068312,1068312,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068313,1068313,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Primary dilated cardiomyopathy,DCM,False,True,False,True,True,True,True,True,True
CM_1068315,1068315,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068317,1068317,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068341,1068341,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,False,False,False,True,False,False,False,False
CM_1068361,1068361,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype;6 conditions;not provided,DCM,False,True,False,True,True,False,True,True,True
CM_1068389,1068389,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068427,1068427,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1068431,1068431,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1068439,1068439,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1068545,1068545,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1068586,1068586,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided;Cardiovascular phenotype,HCM,False,True,False,True,True,True,True,True,True
CM_1068631,1068631,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1068704,1068704,DSC2,Arrhythmogenic right ventricular dysplasia 11,other/unknown,False,False,False,False,True,False,False,False,False
CM_1068825,1068825,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1068839,1068839,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1068840,1068840,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1068841,1068841,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1068933,1068933,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1069289,1069289,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1069300,1069300,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1069307,1069307,BAG3,Myofibrillar myopathy 6;Dilated cardiomyopathy 1HH;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,True,True,True,True
CM_1069324,1069324,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1069362,1069362,FLNC,Cardiovascular phenotype;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,True,True,True,True
CM_1069497,1069497,DES,Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,False,False,False,False
CM_1069527,1069527,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_1069623,1069623,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1069652,1069652,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1069658,1069658,FLNC,Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_1069659,1069659,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1069672,1069672,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1069713,1069713,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1069787,1069787,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
