assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
CM_1002513,cardiomyopathy,CM_1002513,TPM1,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065188,cardiomyopathy,CM_1065188,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065189,cardiomyopathy,CM_1065189,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065190,cardiomyopathy,CM_1065190,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065191,cardiomyopathy,CM_1065191,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065192,cardiomyopathy,CM_1065192,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065528,cardiomyopathy,CM_1065528,RBM20,,,DCM,,,0,dilated_conduction_overlap_baseline,57.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065619,cardiomyopathy,CM_1065619,MYH7,,,ARVC/ACM,,,0,underresolved_contextual_baseline,57.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065901,cardiomyopathy,CM_1065901,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065903,cardiomyopathy,CM_1065903,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065910,cardiomyopathy,CM_1065910,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065919,cardiomyopathy,CM_1065919,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065920,cardiomyopathy,CM_1065920,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065927,cardiomyopathy,CM_1065927,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065929,cardiomyopathy,CM_1065929,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065946,cardiomyopathy,CM_1065946,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065955,cardiomyopathy,CM_1065955,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1065959,cardiomyopathy,CM_1065959,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066001,cardiomyopathy,CM_1066001,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066007,cardiomyopathy,CM_1066007,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066012,cardiomyopathy,CM_1066012,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066035,cardiomyopathy,CM_1066035,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066067,cardiomyopathy,CM_1066067,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066079,cardiomyopathy,CM_1066079,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1066084,cardiomyopathy,CM_1066084,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
